draw_id,beta,gamma,rho,time,infected_mean
0,0.1869595759625806,0.113716507740799,0.3368864969643267,0,0.025000000000000012
0,0.1869595759625806,0.113716507740799,0.3368864969643267,1,0.06224999999999999
0,0.1869595759625806,0.113716507740799,0.3368864969643267,2,0.11149999999999997
0,0.1869595759625806,0.113716507740799,0.3368864969643267,3,0.17987500000000003
0,0.1869595759625806,0.113716507740799,0.3368864969643267,4,0.27262499999999995
0,0.1869595759625806,0.113716507740799,0.3368864969643267,5,0.37937499999999996
0,0.1869595759625806,0.113716507740799,0.3368864969643267,6,0.47787500000000005
0,0.1869595759625806,0.113716507740799,0.3368864969643267,7,0.543875
0,0.1869595759625806,0.113716507740799,0.3368864969643267,8,0.5527499999999999
0,0.1869595759625806,0.113716507740799,0.3368864969643267,9,0.5327500000000003
0,0.1869595759625806,0.113716507740799,0.3368864969643267,10,0.49325
0,0.1869595759625806,0.113716507740799,0.3368864969643267,11,0.4437499999999999
0,0.1869595759625806,0.113716507740799,0.3368864969643267,12,0.3966249999999999
0,0.1869595759625806,0.113716507740799,0.3368864969643267,13,0.35624999999999996
0,0.1869595759625806,0.113716507740799,0.3368864969643267,14,0.3162500000000001
0,0.1869595759625806,0.113716507740799,0.3368864969643267,15,0.28037500000000004
0,0.1869595759625806,0.113716507740799,0.3368864969643267,16,0.24762499999999998
0,0.1869595759625806,0.113716507740799,0.3368864969643267,17,0.22137500000000002
0,0.1869595759625806,0.113716507740799,0.3368864969643267,18,0.19650000000000006
0,0.1869595759625806,0.113716507740799,0.3368864969643267,19,0.173
0,0.1869595759625806,0.113716507740799,0.3368864969643267,20,0.150375
0,0.1869595759625806,0.113716507740799,0.3368864969643267,21,0.133
0,0.1869595759625806,0.113716507740799,0.3368864969643267,22,0.11987500000000002
0,0.1869595759625806,0.113716507740799,0.3368864969643267,23,0.10525000000000002
0,0.1869595759625806,0.113716507740799,0.3368864969643267,24,0.09200000000000003
0,0.1869595759625806,0.113716507740799,0.3368864969643267,25,0.08212500000000002
0,0.1869595759625806,0.113716507740799,0.3368864969643267,26,0.07325000000000002
0,0.1869595759625806,0.113716507740799,0.3368864969643267,27,0.06574999999999999
0,0.1869595759625806,0.113716507740799,0.3368864969643267,28,0.059250000000000004
0,0.1869595759625806,0.113716507740799,0.3368864969643267,29,0.051625
0,0.1869595759625806,0.113716507740799,0.3368864969643267,30,0.045250000000000005
0,0.1869595759625806,0.113716507740799,0.3368864969643267,31,0.04075
0,0.1869595759625806,0.113716507740799,0.3368864969643267,32,0.03625000000000001
0,0.1869595759625806,0.113716507740799,0.3368864969643267,33,0.032625
0,0.1869595759625806,0.113716507740799,0.3368864969643267,34,0.02975
0,0.1869595759625806,0.113716507740799,0.3368864969643267,35,0.02612500000000001
0,0.1869595759625806,0.113716507740799,0.3368864969643267,36,0.022375000000000013
0,0.1869595759625806,0.113716507740799,0.3368864969643267,37,0.02037500000000001
0,0.1869595759625806,0.113716507740799,0.3368864969643267,38,0.01825000000000001
0,0.1869595759625806,0.113716507740799,0.3368864969643267,39,0.016125000000000007
0,0.1869595759625806,0.113716507740799,0.3368864969643267,40,0.014250000000000007
0,0.1869595759625806,0.113716507740799,0.3368864969643267,41,0.012500000000000006
0,0.1869595759625806,0.113716507740799,0.3368864969643267,42,0.011500000000000005
0,0.1869595759625806,0.113716507740799,0.3368864969643267,43,0.010000000000000005
0,0.1869595759625806,0.113716507740799,0.3368864969643267,44,0.008875000000000004
0,0.1869595759625806,0.113716507740799,0.3368864969643267,45,0.007750000000000004
0,0.1869595759625806,0.113716507740799,0.3368864969643267,46,0.007375000000000004
0,0.1869595759625806,0.113716507740799,0.3368864969643267,47,0.006750000000000003
0,0.1869595759625806,0.113716507740799,0.3368864969643267,48,0.006000000000000003
0,0.1869595759625806,0.113716507740799,0.3368864969643267,49,0.005375000000000002
0,0.1869595759625806,0.113716507740799,0.3368864969643267,50,0.004750000000000002
0,0.1869595759625806,0.113716507740799,0.3368864969643267,51,0.0046250000000000015
0,0.1869595759625806,0.113716507740799,0.3368864969643267,52,0.004500000000000001
0,0.1869595759625806,0.113716507740799,0.3368864969643267,53,0.0038750000000000013
0,0.1869595759625806,0.113716507740799,0.3368864969643267,54,0.003625000000000001
0,0.1869595759625806,0.113716507740799,0.3368864969643267,55,0.003375000000000001
0,0.1869595759625806,0.113716507740799,0.3368864969643267,56,0.002750000000000001
0,0.1869595759625806,0.113716507740799,0.3368864969643267,57,0.0025000000000000005
0,0.1869595759625806,0.113716507740799,0.3368864969643267,58,0.002125
0,0.1869595759625806,0.113716507740799,0.3368864969643267,59,0.002
0,0.1869595759625806,0.113716507740799,0.3368864969643267,60,0.001375
0,0.1869595759625806,0.113716507740799,0.3368864969643267,61,0.0008750000000000001
0,0.1869595759625806,0.113716507740799,0.3368864969643267,62,0.0008750000000000001
0,0.1869595759625806,0.113716507740799,0.3368864969643267,63,0.0008750000000000001
0,0.1869595759625806,0.113716507740799,0.3368864969643267,64,0.0008750000000000001
0,0.1869595759625806,0.113716507740799,0.3368864969643267,65,0.0008750000000000001
0,0.1869595759625806,0.113716507740799,0.3368864969643267,66,0.0005
0,0.1869595759625806,0.113716507740799,0.3368864969643267,67,0.000375
0,0.1869595759625806,0.113716507740799,0.3368864969643267,68,0.000375
0,0.1869595759625806,0.113716507740799,0.3368864969643267,69,0.000375
0,0.1869595759625806,0.113716507740799,0.3368864969643267,70,0.00025
0,0.1869595759625806,0.113716507740799,0.3368864969643267,71,0.00025
0,0.1869595759625806,0.113716507740799,0.3368864969643267,72,0.00025
0,0.1869595759625806,0.113716507740799,0.3368864969643267,73,0.000125
0,0.1869595759625806,0.113716507740799,0.3368864969643267,74,0.000125
0,0.1869595759625806,0.113716507740799,0.3368864969643267,75,0.000125
0,0.1869595759625806,0.113716507740799,0.3368864969643267,76,0.000125
0,0.1869595759625806,0.113716507740799,0.3368864969643267,77,0.000125
0,0.1869595759625806,0.113716507740799,0.3368864969643267,78,0.000125
0,0.1869595759625806,0.113716507740799,0.3368864969643267,79,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,80,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,81,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,82,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,83,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,84,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,85,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,86,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,87,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,88,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,89,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,90,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,91,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,92,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,93,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,94,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,95,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,96,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,97,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,98,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,99,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,100,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,101,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,102,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,103,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,104,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,105,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,106,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,107,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,108,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,109,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,110,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,111,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,112,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,113,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,114,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,115,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,116,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,117,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,118,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,119,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,120,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,121,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,122,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,123,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,124,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,125,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,126,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,127,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,128,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,129,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,130,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,131,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,132,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,133,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,134,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,135,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,136,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,137,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,138,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,139,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,140,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,141,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,142,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,143,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,144,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,145,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,146,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,147,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,148,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,149,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,150,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,151,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,152,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,153,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,154,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,155,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,156,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,157,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,158,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,159,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,160,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,161,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,162,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,163,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,164,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,165,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,166,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,167,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,168,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,169,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,170,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,171,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,172,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,173,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,174,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,175,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,176,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,177,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,178,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,179,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,180,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,181,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,182,0.0
0,0.1869595759625806,0.113716507740799,0.3368864969643267,183,0.0
