beta,gamma,rho,source_distance,kernel_weight
0.15244463322521548,0.08204303088472786,0.3003680298005491,0.2705169808833947,0.6947766975116796
0.15587843370430135,0.08158210240345559,0.3086787269719022,0.2723752877846721,0.6940153824743279
0.15225476827655351,0.08108346514814495,0.3006081688141985,0.2727970076067363,0.6938418858202936
0.14904689050333078,0.08562499092457089,0.29895423780068614,0.2733005516325494,0.6936343748818078
0.15074446492292287,0.07914844675894812,0.3011590041380314,0.2734951790842498,0.6935540661953263
0.15565689983708042,0.08031230331300272,0.305812980467561,0.2745024062290901,0.693137542821352
0.15770477774055822,0.08455717542689602,0.30856084250391363,0.2746305000785293,0.6930844618260383
0.14971401998825495,0.07876442827176101,0.29478677073742976,0.2749404816946663,0.6929559056212674
0.15480825828587363,0.08292656739049208,0.3033482323864384,0.2752022051979266,0.6928472502048959
0.15824412367222995,0.07877454201438912,0.31004872208201073,0.275207090197442,0.6928452211976592
0.15044524293417774,0.08091030131817976,0.2967538265160775,0.2754080401660784,0.6927617244815371
0.15988048981930897,0.08281299390558411,0.3037146505720025,0.2762184502539284,0.6924243725014516
0.15582212398794834,0.08158413429743805,0.3094770475063364,0.2764076742975668,0.692345460866427
0.15263769281482922,0.07811451543738558,0.3036693129355067,0.2766374709885589,0.6922495566577223
0.15779980034727342,0.08455216437713015,0.3064472930545596,0.2770432295310026,0.6920800212680491
0.1499742673703754,0.08248768784530189,0.3005842767989358,0.2771033623687377,0.6920548752237055
0.15585454910037919,0.08189064901418275,0.30570486110257566,0.2784343797891415,0.691496879821681
0.14461764520950704,0.07980688199426603,0.2971873882252784,0.2786049507552941,0.6914251789755158
0.15518990013778625,0.0832707851874456,0.3034957859663304,0.2790647866262347,0.6912316645987079
0.15583936457387193,0.07936025859096574,0.3031721197173067,0.2791992366405423,0.6911750232214058
0.15444340858859995,0.0830572320057232,0.3029800433289855,0.2793277260896296,0.6911208674281334
0.15804506522548903,0.08075094961664296,0.30839212349402184,0.2795787401578454,0.6910149980144439
0.1531269141668071,0.08105333419241668,0.30335858528686394,0.2798467024323183,0.6909018754658777
0.15640291748671253,0.0826677527800845,0.3086153316213196,0.2801829204117771,0.6907597848996616
0.15144074230818527,0.08256025801188534,0.3024717573890957,0.2802982480175437,0.6907110064927022
0.15942405720933622,0.08335487976565804,0.3099029553709191,0.282027140557923,0.6899773563543032
0.15468318235289938,0.08510346228340361,0.3065789165800037,0.2820676025970167,0.6899601323895063
0.1571497452619369,0.08185507737706324,0.30670932129138506,0.2822266729108849,0.6898923950564144
0.15425146359611963,0.081143381170764,0.3040413698114814,0.2822475372102379,0.6898835075235223
0.15333293056825525,0.08197267010269388,0.30686727980579803,0.2824386670980085,0.6898020616484454
0.1558388390439102,0.07783778201813059,0.30432669511021243,0.2830397938528686,0.6895455450711141
0.15639646026644016,0.0811385165591985,0.3042300509107489,0.2832943571068008,0.6894367518648457
0.15493514448691392,0.08051747535570176,0.3043886086667679,0.283431004125502,0.6893783124148132
0.15306127456502114,0.08110376665166238,0.3049061814722249,0.2843795022364134,0.6889718941608536
0.1515071313716538,0.07934884135815073,0.30484025442791673,0.2849968870434607,0.6887066238152352
0.1506825730322663,0.0806065599705,0.29788860661968003,0.2852562120176583,0.6885950286681819
