beta,gamma,rho,distance,infected_peak,infected_time_of_peak,infected_auc,infected_extinction_time,rewiring_peak,rewiring_time_of_peak,rewiring_auc,rewiring_zero_fraction
0.1446446371689063,0.0835547723483161,0.3090535817137102,0.2251261880722871,0.637875,8.975,10.996875,71.65,101.425,5.6,578.05,0.9335820895522388
0.1646530691033333,0.0843654597666326,0.3222601323284538,0.2251681977440832,0.651875,8.55,10.458874999999995,76.575,104.05,5.325,548.55,0.9414179104477612
0.1483424819269696,0.0762839448230944,0.2763004181205512,0.2255386173464358,0.6785,8.975,12.159375,76.9,93.325,5.575,520.9,0.933457711442786
0.1532403546152057,0.0788727035181958,0.2837777064150217,0.2256057607848633,0.666125,8.65,11.447124999999998,75.8,94.15,5.3,500.525,0.939179104477612
0.1603396516590703,0.07934765649888,0.3214952538061672,0.226606177258755,0.671375,8.425,11.47675,72.225,106.7,5.45,566.525,0.9384328358208954
0.1501188051581213,0.0768286780610305,0.2818994563796604,0.2275071058256461,0.670625,8.75,11.97375,79.425,93.95,5.35,511.6,0.9390547263681592
0.1666621599246105,0.0791449514931281,0.318814669178888,0.2290326438357157,0.67625,8.4,11.75575,75.3,103.025,5.275,539.225,0.9412935323383084
0.163217679576956,0.0795635195200344,0.3058356112513609,0.2301261224786284,0.6761250000000001,8.475,11.494875,74.125,100.275,5.4,524.475,0.942910447761194
0.1534134601410864,0.07247058538186,0.2957319934722834,0.2333808390949574,0.6757500000000001,8.7,12.691624999999998,80.875,100.175,5.475,530.825,0.9370646766169154
0.1551909726573523,0.081496550013703,0.2822714862777628,0.234650123544274,0.6761250000000001,8.475,11.455999999999998,75.675,95.125,5.4,498.925,0.9389303482587064
0.1462306409872424,0.0735891156765777,0.2872886216193261,0.2364626164288053,0.682,9.025,12.5715,79.375,95.125,5.6,530.5,0.9366915422885572
0.1594173328529404,0.0878607521147968,0.3089294194607695,0.2384262760866574,0.650625,8.85,10.405749999999998,66.475,99.175,5.525,538.45,0.9359452736318408
0.1679444352008902,0.0817436112749817,0.3292426220307132,0.2390029974703687,0.67025,8.475,11.158499999999998,73.225,109.025,5.475,561.5,0.9375621890547264
0.1616792748631642,0.0881686494472533,0.3055345121948762,0.2390729562008771,0.6355000000000001,8.7,10.3105,67.875,96.425,5.475,532.775,0.9354477611940298
0.152153490027621,0.0731353231212479,0.2906849687515624,0.2393015460954546,0.684375,8.625,12.595874999999998,78.975,95.525,5.425,521.4,0.9383084577114428
