beta,gamma,rho,distance,infected_peak,infected_time_of_peak,infected_auc,infected_extinction_time,rewiring_peak,rewiring_time_of_peak,rewiring_auc,rewiring_zero_fraction,weight,stage,epsilon
0.25066435026617945,0.0889318975690773,0.26980576893467934,1.7259800363933744,0.720125,5.725,10.200374999999998,67.875,92.45,3.475,321.25,0.9630597014925375,0.0008326337256393912,2,2.650817546709748
0.2916204646960493,0.10766009201601512,0.2410981805245801,2.22267729029961,0.705875,5.05,8.447875,54.975,83.875,2.95,249.275,0.9681592039800997,0.0007908262433190549,2,2.650817546709748
0.18182655525180436,0.12188672014288288,0.21512208288163676,1.5257635225267832,0.5891249999999999,7.05,7.1225,49.75,68.425,4.55,311.475,0.9470149253731343,0.0009095988125574955,2,2.650817546709748
0.30051203487699085,0.14396531717660285,0.451269445074656,1.837601585565484,0.6001249999999999,5.825,6.006749999999999,41.25,137.8,3.65,518.225,0.9590796019900498,0.0007633580696010483,2,2.650817546709748
0.20009401740046218,0.17641867728040778,0.2281225181459885,2.099708290006386,0.48525,6.4,4.6206249999999995,34.525,65.825,4.05,289.3,0.9482587064676616,0.0011284141136741598,2,2.650817546709748
0.25058012732238544,0.05473729187998971,0.244633185995598,2.2172503467225164,0.8223749999999999,5.85,17.460749999999997,107.0,91.9,3.2,298.125,0.9662935323383085,0.001092261241991795,2,2.650817546709748
0.16061950982169423,0.1175080832550184,0.24518538621193636,1.1371007671269537,0.56425,8.125,7.254624999999999,49.55,76.0,5.05,405.925,0.935820895522388,0.0009360574154058814,2,2.650817546709748
0.44624970608119363,0.14244054513917456,0.5502421859620765,2.5509321866741126,0.6408750000000001,4.675,5.904,39.4,168.35,2.8,507.925,0.9711442786069652,0.0009669642662683661,2,2.650817546709748
0.3037522406025352,0.12145505640387291,0.3282163885219077,2.014024260127057,0.654375,5.175,7.195875000000001,45.8,106.725,3.2,347.125,0.9656716417910449,0.0007345677212006321,2,2.650817546709748
0.3413523436548746,0.09187502893547447,0.4603926314660748,2.1490442598025394,0.73725,5.125,9.982499999999998,66.525,161.125,3.075,503.025,0.9696517412935325,0.0008084994161400189,2,2.650817546709748
0.300786755852111,0.1314916303594228,0.4203711055610202,1.9074426508537263,0.63025,5.425,6.605500000000001,43.425,132.625,3.45,461.425,0.9629353233830846,0.0007333141333014558,2,2.650817546709748
0.2579504140723183,0.17665744217357635,0.56477672678268,1.9312687982508356,0.43149999999999994,8.6,4.502249999999999,34.15,131.55,5.775,772.425,0.934825870646766,0.0010787441653624843,2,2.650817546709748
0.14464668626072674,0.07578747091645943,0.1050906050227289,1.9188555969733236,0.688625,7.75,12.036874999999998,76.75,38.75,4.65,174.35,0.9468905472636816,0.0013061400321566588,2,2.650817546709748
0.2464666114119286,0.15255542780583137,0.5897244585737651,1.9930495865335587,0.48025,8.575,5.57,40.55,142.275,5.825,863.1,0.9359452736318407,0.0009639145937915329,2,2.650817546709748
0.1359288904236221,0.15857365634468507,0.08056508508758764,2.5349337695515564,0.45999999999999996,7.825,5.184125,37.675,27.7,5.0,138.625,0.9378109452736318,0.0014383999823504483,2,2.650817546709748
0.3047119927432361,0.09828447593210426,0.38168136313648116,1.9734040504134829,0.7152499999999999,5.325,9.069999999999999,55.55,132.35,3.025,419.475,0.9682835820895523,0.0007581648661414653,2,2.650817546709748
0.3318432050070685,0.1135946899077735,0.32675795943953645,2.1995043065063036,0.70875,4.825,7.828125,49.725,111.925,2.975,320.9,0.971268656716418,0.0007495386435570756,2,2.650817546709748
0.37389622669838696,0.1332161683882976,0.31004980527603676,2.530113631739478,0.6849999999999999,4.3,6.4826250000000005,41.525,102.45,2.575,272.975,0.9730099502487561,0.0007958253339667693,2,2.650817546709748
0.31132597645313914,0.0676476865478324,0.40057428531457945,2.108202096059357,0.8055,5.275,13.880374999999997,88.625,146.325,3.15,446.925,0.9697761194029851,0.0009153506394063088,2,2.650817546709748
0.2808867627138554,0.19194711500739403,0.2847016640513802,2.3377215408234293,0.511125,5.425,4.180125,29.85,83.275,3.35,293.75,0.9590796019900498,0.0011215457065928542,2,2.650817546709748
0.2809546845147002,0.11204925805724968,0.430479667780309,1.6430176685612148,0.6527499999999999,5.925,7.819249999999999,53.225,130.975,3.55,504.4,0.9619402985074628,0.0007401243412850767,2,2.650817546709748
0.26572086582568333,0.11603352948496945,0.4379333094595441,1.4780361494874947,0.648,6.4,7.530374999999999,51.625,136.275,4.075,543.55,0.9575870646766169,0.0007470864343330547,2,2.650817546709748
0.29799450634977126,0.05760475159626184,0.5801032734446576,2.555533325441059,0.8106249999999999,6.45,16.368624999999998,95.0,197.675,4.125,743.125,0.9667910447761194,0.001140633089556653,2,2.650817546709748
0.33580458681678227,0.07497765771008805,0.4174790540728374,2.100608717696937,0.7825,5.275,12.459499999999997,75.65,150.075,3.125,444.775,0.971641791044776,0.0008820006693262992,2,2.650817546709748
0.4425973199448962,0.13494818875243583,0.6620738883339752,2.6215184900649073,0.6485,5.2,6.449749999999999,42.475,191.05,3.225,664.85,0.9674129353233832,0.001078523810912312,2,2.650817546709748
0.23761471037935245,0.14460880704525667,0.541114172557979,1.6929949962410367,0.5081249999999999,8.2,5.905875,42.375,138.75,5.625,779.5,0.9380597014925375,0.0008857322816674927,2,2.650817546709748
0.42322437204919333,0.13444905756633396,0.3557126910646502,2.612571665433985,0.68675,4.075,6.359374999999999,40.125,118.1,2.375,304.6,0.9743781094527362,0.0008670405561523305,2,2.650817546709748
0.24840260380981838,0.1761292934419236,0.3223004857947427,1.9236494710269723,0.5015000000000001,6.2,4.7322500000000005,33.175,89.9,3.8,380.575,0.9508706467661693,0.0009699431188860742,2,2.650817546709748
0.1975487645092643,0.1448064090266974,0.5489665187790849,2.3619887568532487,0.41899999999999993,10.975,5.624625,44.825,119.375,7.5,897.85,0.916542288557214,0.0009891947796006237,2,2.650817546709748
0.21740622982724742,0.08233397625253708,0.16294497032449623,2.073421431153086,0.7304999999999999,6.05,11.300999999999998,74.9,58.85,3.45,207.475,0.9620646766169155,0.000995282824876627,2,2.650817546709748
0.2292971027506627,0.1625274458479022,0.578748531924173,2.4260238970721124,0.39387500000000003,10.525,4.995375,38.75,120.2,7.3,900.125,0.916915422885572,0.0010459071075195605,2,2.650817546709748
0.31316274216087664,0.15740695015599787,0.5549992671078249,1.8999117158631507,0.54325,6.525,5.311624999999999,37.4,149.025,4.15,656.9,0.9543532338308456,0.0008721047694086919,2,2.650817546709748
0.3130423634736984,0.07093971963874271,0.6113597619748625,2.519274572455109,0.7697499999999999,6.225,13.004375,76.15,201.7,4.075,780.875,0.9643034825870647,0.0010594242260798892,2,2.650817546709748
0.40558218523344836,0.06778088696492236,0.3463290163236729,2.596199238854271,0.8241250000000001,4.275,13.945624999999998,90.775,124.1,2.325,303.75,0.9774875621890547,0.0010797738359523482,2,2.650817546709748
0.2821981597373197,0.09305786321918272,0.19809345168525472,2.3515782204417452,0.7317499999999999,4.975,9.887249999999998,64.525,72.8,2.825,212.05,0.9700248756218907,0.0008684839426606178,2,2.650817546709748
0.13250062107758437,0.1184836326057058,0.3525855292019315,1.907597775006087,0.479875,11.6,7.311125,56.8,90.75,7.625,703.2,0.9067164179104479,0.000997082108943683,2,2.650817546709748
0.3541552715564681,0.16593712585366444,0.49458974239884834,2.1288553280617846,0.56425,5.45,4.973000000000001,34.2,138.9,3.35,504.95,0.9625621890547265,0.0008763587709977368,2,2.650817546709748
0.1404379830178083,0.18555938856338128,0.2019527336497285,2.272916547650618,0.35775,9.375,4.211,35.15,49.825,6.25,339.325,0.9171641791044778,0.0015211941881301666,2,2.650817546709748
0.2137288478500355,0.15622652282938487,0.1516509447356726,2.4515435217872565,0.541375,6.05,5.29025,35.55,48.075,3.675,185.35,0.9557213930348258,0.0010304221991985637,2,2.650817546709748
0.2057767790961477,0.12411527076518689,0.20527618595617503,1.8648678360276367,0.60675,6.225,7.030625000000001,49.175,67.8,3.8,272.6,0.9552238805970148,0.0008751823789860468,2,2.650817546709748
0.17304400287645316,0.15808464453133997,0.1832437084754326,2.039394661112021,0.50075,7.1,5.240375,37.525,53.55,4.425,262.125,0.9437810945273633,0.0010960123188938024,2,2.650817546709748
0.2849776538485705,0.12751302174452755,0.6480617624828654,2.1487551648264143,0.551875,8.275,6.711375000000001,47.425,163.825,5.75,913.675,0.9452736318407962,0.0009308182262324348,2,2.650817546709748
0.15822751997895446,0.047882381435047236,0.48091075546454415,2.637164527486451,0.775875,10.325,19.8725,122.75,158.85,7.025,947.175,0.9330845771144279,0.0013722710510892773,2,2.650817546709748
0.3381922954182158,0.09207894703050547,0.5790227211426265,2.2201281156034973,0.723625,5.8,9.983749999999999,64.375,181.075,3.5,659.875,0.9667910447761194,0.0008904386864251574,2,2.650817546709748
0.33354683910015953,0.0792685517031162,0.3347611434677868,2.0934882436051763,0.76725,5.0,11.341749999999998,73.3,117.175,2.875,340.125,0.9710199004975124,0.0008618115430009698,2,2.650817546709748
0.44606533758065775,0.13708200151542993,0.5628363345075382,2.6320236060044153,0.6597500000000001,4.625,6.325374999999999,44.0,180.225,2.925,523.225,0.9735074626865672,0.0009680907940366666,2,2.650817546709748
0.1495974417564725,0.04302287643061053,0.33548903105467176,2.167488107865773,0.7969999999999999,9.35,22.3319375,139.45,120.05,5.525,639.4,0.9427860696517414,0.001391320663184595,2,2.650817546709748
0.22866262585675853,0.1506505840698297,0.3729922412577263,1.4379935406562134,0.5210000000000001,6.95,5.517625,41.1,106.3,4.425,494.975,0.946766169154229,0.0008333779524097392,2,2.650817546709748
0.1882499359059892,0.11122200739171939,0.27875509246297375,1.2207475894011819,0.61525,7.05,7.965375,51.025,90.8,4.15,409.15,0.9478855721393036,0.0008547552614385522,2,2.650817546709748
0.3291568416286057,0.06591746200443564,0.24350162710174345,2.4945882925171463,0.812375,4.7,14.096875,88.05,89.975,2.575,238.1,0.9746268656716417,0.0010149955989975797,2,2.650817546709748
0.39316467208197886,0.19431003841480748,0.7220304368718423,2.339424720973373,0.44037500000000007,7.15,4.062,30.825,155.2,4.575,823.65,0.9468905472636816,0.0015460984973732935,2,2.650817546709748
0.129829696190813,0.16192980780226132,0.14737112362619031,2.219489408816071,0.418,8.925,4.9815,38.95,41.5,5.35,259.525,0.9212686567164179,0.0013539901690761275,2,2.650817546709748
0.26432492279522646,0.12903560650273985,0.23911477982176493,2.131948548607633,0.640875,5.325,6.761625,45.075,81.725,3.275,270.25,0.9640547263681594,0.0007914769497179482,2,2.650817546709748
0.34527219489563377,0.09202864144549877,0.5253002665328257,2.2839810608481104,0.732375,5.275,9.790249999999999,62.525,176.95,3.175,579.7,0.9690298507462686,0.0008457779476748283,2,2.650817546709748
